DOI,Publication Year,Title,Primary,Countries,Pathogens
10.3201/eid2909.221931,2023,"Validation of Claims-Based Algorithm for Lyme Disease, Massachusetts, USA",,,
10.3201/eid2909.230517,2023,"Rat Hepatitis E Virus in Norway Rats, Ontario, Canada, 2018-2021",,,
10.3201/eid2909.230307,2023,"Shifting Patterns of Influenza Circulation during the COVID-19 Pandemic, Senegal",,,
10.3201/eid2909.230886,2023,"Acute Chagas Disease Outbreak among Military Personnel, Colombia, 2021",,,
10.3201/eid2909.230393,2023,"High Prevalence of Candida auris Colonization during Protracted Neonatal Unit Outbreak, South Africa",,,
10.3201/eid2909.230131,2023,"Genomic Characteristics of Emerging Intraerythrocytic Anaplasma capra and High Prevalence in Goats, China",,,
10.3201/eid2909.230537,2023,Fatal Necrotizing Enterocolitis in Neonate Caused by Cronobacter sakazakii Sequence Type 64 Strain of CRISPR Sublineage b,,,
10.3201/eid2909.230383,2023,"Emergence of GII.4 Sydney[P16]-like Norovirus-Associated Gastroenteritis, China, 2020-2022",,,
10.3201/eid2909.230052,2023,Global Estimate of Human Brucellosis Incidence,,,
10.3201/eid2909.230049,2023,"Partial Genome Characterization of Novel Parapoxvirus in Horse, Finland",,,
10.3201/eid2909.230559,2023,"Anaplasma bovis-Like Infections in Humans, United States, 2015-2017",,,
10.3201/eid2909.230351,2023,Human Neural Larva Migrans Caused by Ophidascaris robertsi Ascarid,,,
10.3201/eid2909.230069,2023,"Reoccurring Escherichia coli O157:H7 Strain Linked to Leafy Greens-Associated Outbreaks, 2016-2019",,,
10.3201/eid2909.230087,2023,"Lymphocytic Choriomeningitis Virus in Person Living with HIV, Connecticut, USA, 2021",,,
10.3201/eid2909.221671,2023,"Molecular Characterization of Circulating Yellow Fever Viruses from Outbreak in Ghana, 2021-2022",,,
10.3201/eid2909.230344,2023,"Rickettsial Disease Outbreak, Mexico, 2022",,,
10.3201/eid2909.221493,2023,"Participatory Mathematical Modeling Approach for Policymaking during the First Year of the COVID-19 Crisis, Jordan",,,
10.3201/eid2909.221912,2023,"Characteristics of Hard Tick Relapsing Fever Caused by Borrelia miyamotoi, United States, 2013-2019",,,
10.3201/eid2909.230409,2023,"Foodborne Botulism, Canada, 2006-2021(1)",,,
10.3201/eid2909.230374,2023,"Novel Echarate Virus Variant Isolated from Patient with Febrile Illness, Chanchamayo, Peru",,,
10.3201/eid2909.230390,2023,"Population Analysis of Escherichia coli Sequence Type 361 and Reduced Cefiderocol Susceptibility, France",,,
10.3201/eid2909.230401,2023,"Seroprevalence of Vibrio cholerae in Adults, Haiti, 2017",,,
10.3201/eid2909.230066,2023,Interspecies Transmission of Swine Influenza A Viruses and Human Seasonal Vaccine-Mediated Protection Investigated in Ferret Model,,,
10.3201/eid2909.230417,2023,Evaluating SARS-CoV-2 Saliva and Dried Blood Spot Surveillance Strategies in a Congregate Population,,,
10.3201/eid2909.230494,2023,"Home-Based Testing and COVID-19 Isolation Recommendations, United States",,,
10.3201/eid2910.230869,2023,"Posttransfusion Sepsis Attributable to Bacterial Contamination in Platelet Collection Set Manufacturing Facility, United States",,,
10.3201/eid2909.230080,2023,"Temporally Associated Invasive Pneumococcal Disease and SARS-CoV-2 Infection, Alaska, USA, 2020-2021",,,
10.3201/eid2909.230365,2023,"Infection-Induced SARS-CoV-2 Seroprevalence among Blood Donors, Japan, 2022",,,
10.3201/eid2909.230541,2023,"Prevalence of Asymptomatic Mpox among Men Who Have Sex with Men, Japan, January-March 2023",,,
10.3201/eid2909.230142,2023,"COVID-19 Epidemiology during Delta Variant Dominance Period in 45 High-Income Countries, 2020-2021",,,
10.3201/eid2909.221897,2023,"Effects of School-Based Preventive Measures on COVID-19 Incidence, Hong Kong, 2022",,,
10.3201/eid2909.230523,2023,"Rapid Epidemic Expansion of Chikungunya Virus East/Central/South African Lineage, Paraguay",,,
10.3201/eid2908.221808,2023,"Detection of Hantavirus during the COVID-19 Pandemic, Arizona, USA, 2020",,,
10.3201/eid2908.230378,2023,"Spatial Epidemiologic Analysis and Risk Factors for Nontuberculous Mycobacteria Infections, Missouri, USA, 2008-2019",,,
10.3201/eid2908.230014,2023,"Advanced Age and Increased Risk for Severe Outcomes of Dengue Infection, Taiwan, 2014-2015",,,
10.3201/eid2908.230317,2023,Mycobacterium abscessus Meningitis Associated with Stem Cell Treatment During Medical Tourism,,,
10.3201/eid2908.221634,2023,"Predicting COVID-19 Incidence Using Wastewater Surveillance Data, Denmark, October 2021-June 2022",,,
10.3201/eid2908.230411,2023,"Case of Extensively Drug-Resistant Shigella sonnei Infection, United States",,,
10.3201/eid2908.230169,2023,"Fatal Meningitis from Shiga Toxin-Producing Escherichia coli in 2 Full-Term Neonates, France",,,
10.3201/eid2908.230323,2023,"Multidrug-Resistant Shigella sonnei Bacteremia among Persons Experiencing Homelessness, Vancouver, British Columbia, Canada",,,
10.3201/eid2908.220367,2023,"Case Report of Leprosy in Central Florida, USA, 2022",,,
10.3201/eid2908.230115,2023,Multidrug-Resistant Bacterial Colonization and Infections in Large Retrospective Cohort of Mechanically Ventilated COVID-19 Patients(1),,,
10.3201/eid2908.230071,2023,Longitudinal Association of COVID-19 Hospitalization and Death with Online Search for Loss of Smell or Taste,,,
10.3201/eid2909.230174,2023,"Population-Based Serologic Survey of Vibrio cholerae Antibody Titers before Cholera Outbreak, Haiti, 2022",,,
10.3201/eid2909.230067,2023,"Highly Pathogenic Avian Influenza A(H5N1) Clade 2.3.4.4b Virus in Wild Birds, Chile",,,
10.3201/eid2909.221754,2023,"Compliance Trajectory and Patterns of COVID-19 Preventive Measures, Japan, 2020-2022",,,
10.3201/eid2908.230472,2023,"Chromosome-Borne CTX-M-65 Extended-Spectrum β-Lactamase-Producing Salmonella enterica Serovar Infantis, Taiwan",,,
10.3201/eid2908.221818,2023,Prospecting for Zoonotic Pathogens by Using Targeted DNA Enrichment,,,
10.3201/eid2908.230007,2023,Healthcare-Associated Infections Caused by Mycolicibacterium neoaurum,,,
10.3201/eid2908.221885,2023,"Rio Negro Virus Infection, Bolivia, 2021",,,
10.3201/eid2908.230471,2023,"Pediatric SARS-CoV-2 Seroprevalence, Oregon, USA, November 1, 2020-June 30, 2022",,,
10.3201/eid2908.230403,2023,Aneurysm Infection Caused by Desulfovibrio desulfuricans,,,
10.3201/eid2908.230106,2023,"Emerging Corynebacterium diphtheriae Species Complex Infections, Réunion Island, France, 2015-2020",,,
10.3201/eid2908.230098,2023,"Human Fecal Carriage of Streptococcus agalactiae Sequence Type 283, Thailand",,,
10.3201/eid2908.221910,2023,"Elimination of Dirofilaria immitis Infection in Dogs, Linosa Island, Italy, 2020-2022",,,
10.3201/eid2908.221770,2023,Soft Tissue Infection of Immunocompetent Man with Cat-Derived Globicatella Species,,,
10.3201/eid2908.230528,2023,"Detection of Orientia spp. Bacteria in Field-Collected Free-Living Eutrombicula Chigger Mites, United States",,,
10.3201/eid2908.230608,2023,Rapid Serologic Test for Diagnosis of Yaws in Patients with Suspicious Skin Ulcers,,,
10.3201/eid2908.220058,2023,"Clinical Characteristics of Corynebacterium ulcerans Infection, Japan",,,
10.3201/eid2908.230428,2023,"Candidatus Neoehrlichia mikurensis Infection in Patient with Antecedent Hematologic Neoplasm, Spain(1)",,,
10.3201/eid2908.230347,2023,"Uniting for Ukraine Tuberculosis Screening Experience, San Francisco, California, USA",,,
10.3201/eid2908.221775,2023,"Economic Evaluation of Wastewater Surveillance Combined with Clinical COVID-19 Screening Tests, Japan",,,
10.3201/eid2908.230199,2023,"Genome-Based Epidemiologic Analysis of VIM/IMP Carbapenemase-Producing Enterobacter spp., Poland",,,
10.3201/eid2908.221906,2023,"Waterborne Infectious Diseases Associated with Exposure to Tropical Cyclonic Storms, United States, 1996-2018",,,
10.3201/eid2908.230484,2023,"Outbreak of NDM-1- and OXA-181-Producing Klebsiella pneumoniae Bloodstream Infections in a Neonatal Unit, South Africa",,,
10.3201/eid2908.230236,2023,"Response to Vaccine-Derived Polioviruses Detected through Environmental Surveillance, Guatemala, 2019",,,
10.3201/eid2910.230746,2023,"Listeria monocytogenes Transmission from Donated Blood to Platelet Transfusion Recipient, Italy",,,
10.3201/eid2909.230627,2023,"Group A Streptococcus Meningitis in Adults, Denmark",,,
10.3201/eid2909.230514,2023,"Laboratory Diagnosis of Mpox, Central African Republic, 2016-2022",,,
10.3201/eid2909.230182,2023,"Patient Characteristics During Early Transmission of SARS-CoV-2, Palau, January 13-February 24, 2022",,,
10.3201/eid2909.230469,2023,"Pharyngeal Co-Infections with Monkeypox Virus and Group A Streptococcus, United States, 2022",,,
10.3201/eid2908.230567,2023,"Six Extensively Drug-Resistant Bacteria in an Injured Soldier, Ukraine",,,
10.3201/eid2908.221856,2023,"Dengue Outbreak Response during COVID-19 Pandemic, Key Largo, Florida, USA, 2020",,,
10.3201/eid2908.230188,2023,"Highly Pathogenic Avian Influenza A(H5N1) Clade 2.3.4.4b Virus in Domestic Cat, France, 2022",,,
10.3201/eid2908.221580,2023,"Omicron COVID-19 Case Estimates Based on Previous SARS-CoV-2 Wastewater Load, Regional Municipality of Peel, Ontario, Canada",,,
10.3201/eid2908.230156,2023,"Asymptomatic Healthcare Worker PCR Screening during SARS-CoV-2 Omicron Surge, Germany, 2022",,,
10.3201/eid2908.230750,2023,"Imported Cholera Cases, South Africa, 2023",,,
10.3201/eid2907.230216,2023,"Pulmonary Nontuberculous Mycobacteria, Ontario, Canada, 2020",,,
10.3201/eid2907.221888,2023,"Nationwide Outbreak of Candida auris Infections Driven by COVID-19 Hospitalizations, Israel, 2021-2022",,,
10.3201/eid2907.230037,2023,"Nonnegligible Seroprevalence and Predictors of Murine Typhus, Japan",,,
10.3201/eid2907.230218,2023,"Isolation of Elizabethkingia spp. from Diagnostic Specimens from Dogs and Cats, United States, 2019-2021",,,
10.3201/eid2907.221499,2023,"Surveillance and Genomic Characterization of Influenza A and D Viruses in Swine, Belgium and the Netherlands, 2019-2021",,,
10.3201/eid2907.230489,2023,Challenges in Forecasting Antimicrobial Resistance,,,
10.3201/eid2907.221864,2023,"Detection of Mycobacterium angelicum in Human Urinary Tract, French Polynesia",,,
10.3201/eid2907.221229,2023,"Detecting, Quantifying, and Isolating Monkeypox Virus in Suspected Cases, Spain",,,
10.3201/eid2907.230477,2023,Nannizzia polymorpha as Rare Cause of Skin Dermatophytosis,,,
10.3201/eid2907.230254,2023,"Candida vulturna Outbreak Caused by Cluster of Multidrug-Resistant Strains, China",,,
10.3201/eid2907.221718,2023,"Estimates of Serial Interval and Reproduction Number of Sudan Virus, Uganda, August-November 2022",,,
10.3201/eid2907.230364,2023,Triplex ELISA for Assessing Durability of Taenia solium Seropositivity after Neurocysticercosis Cure,,,
10.3201/eid2907.230231,2023,"Estimating Waterborne Infectious Disease Burden by Exposure Route, United States, 2014",,,
10.3201/eid2907.230617,2023,Challenges in Forecasting Antimicrobial Resistance (Response),,,
10.3201/eid2907.230595,2023,"Reemergence of Dengue Virus Serotype 3, Brazil, 2023",,,
10.3201/eid2907.230129,2023,Multicentric Case Series and Literature Review of Coccidioidal Otomastoiditis,,,
10.3201/eid2907.230324,2023,"Tuberculosis Infection among Non-US-Born Persons and Persons ≥60 Years of Age, United States, 2019-2020",,,
10.3201/eid2907.230333,2023,"Spotted Fever and Typhus Group Rickettsiae in Dogs and Humans, Mexico, 2022",,,
10.3201/eid2907.221491,2023,Clinical and Mycologic Characteristics of Emerging Mucormycosis Agent Rhizopus homothallicus,,,
10.3201/eid2907.230165,2023,"Long-Term Epidemiology and Evolution of Swine Influenza Viruses, Vietnam",,,
10.3201/eid2907.230155,2023,"Rising Incidence of Sporothrix brasiliensis Infections, Curitiba, Brazil, 2011-2022",,,
10.3201/eid2907.230024,2023,Systematic Review of Hansen Disease Attributed to Mycobacterium lepromatosis,,,
10.3201/eid2907.221149,2023,"Highly Pathogenic Avian Influenza Virus (H5N1) Clade 2.3.4.4b Introduced by Wild Birds, China, 2021",,,
10.3201/eid2907.230296,2023,Low Susceptibility of Pigs against Experimental Infection with HPAI Virus H5N1 Clade 2.3.4.4b,,,
10.3201/eid2907.230540,2023,"Candida auris‒Associated Hospitalizations, United States, 2017-2022",,,
10.3201/eid2907.230320,2023,"Cutaneous Pythiosis in 2 Dogs, Italy",,,
10.3201/eid2907.221731,2023,"Evolutionary Formation and Distribution of Puumala Virus Genome Variants, Russia",,,
10.3201/eid2907.230025,2023,Sexually Transmitted Trichophyton mentagrophytes Genotype VII Infection among Men Who Have Sex with Men,,,
10.3201/eid2907.230043,2023,"Lumpy Skin Disease Virus Infection in Free-Ranging Indian Gazelles (Gazella bennettii), Rajasthan, India",,,
10.3201/eid2907.221769,2023,"Epidemiology of Pathogens Listed as Potential Bioterrorism Agents, the Netherlands, 2009‒2019",,,
10.3201/eid2907.230117,2023,"Effect of Norovirus Inoculum Dose on Virus Kinetics, Shedding, and Symptoms",,,
10.3201/eid2907.221771,2023,"Increased Hospitalizations Involving Fungal Infections during COVID-19 Pandemic, United States, January 2020-December 2021",,,
10.3201/eid2908.221582,2023,SARS-CoV-2 Variants and Age-Dependent Infection Rates among Household and Nonhousehold Contacts,,,
10.3201/eid2908.230569,2023,"Increase of Severe Pulmonary Infections in Adults Caused by M1(UK) Streptococcus pyogenes, Central Scotland, UK",,,
10.3201/eid2907.230198,2023,"Sensitivity to Neutralizing Antibodies and Resistance to Type I Interferons in SARS-CoV-2 R.1 Lineage Variants, Canada",,,
10.3201/eid2907.230524,2023,"Fatal Invasive Mold Infections after Transplantation of Organs Recovered from Drowned Donors, United States, 2011-2021",,,
10.3201/eid2907.221745,2023,"Long-Term SARS-CoV-2 Antibody Seroprevalence in Blood Donors, Italy",,,
10.3201/eid2906.221648,2023,One Health Approach for Reporting Veterinary Carbapenem-Resistant Enterobacterales and Other Bacteria of Public Health Concern,,,
10.3201/eid2906.221685,2023,Association of Persistent Symptoms after Lyme Neuroborreliosis and Increased Levels of Interferon-α in Blood,,,
10.3201/eid2906.221890,2023,"Neurologic Complications of Babesiosis, United States, 2011-2021",,,
10.3201/eid2906.221395,2023,Case Studies and Literature Review of Francisella tularensis-Related Prosthetic Joint Infection,,,
10.3201/eid2906.221521,2023,"Risk Factors for Non-O157 Shiga Toxin-Producing Escherichia coli Infections, United States",,,
10.3201/eid2906.230134,2023,"Microscopic Evidence of Malaria Infection in Visceral Tissue from Medici Family, Italy",,,
10.3201/eid2906.221929,2023,"Detection of Severe Murine Typhus by Nanopore Targeted Sequencing, China",,,
10.3201/eid2906.221598,2023,"Increased Incidence of Legionellosis after Improved Diagnostic Methods, New Zealand, 2000-2020",,,
10.3201/eid2906.230062,2023,Mycobacterium marinum Infection after Iguana Bite in Costa Rica,,,
10.3201/eid2906.221795,2023,"Enterovirus D68 Outbreak in Children, Finland, August-September 2022",,,
10.3201/eid2906.230255,2023,Ranid Herpesvirus 3 Infection in Common Frog Rana temporaria Tadpoles,,,
10.3201/eid2906.230331,2023,"Enhanced Adenovirus Vaccine Safety Surveillance in Military Setting, United States",,,
10.3201/eid2906.230056,2023,Novel Orthonairovirus Isolated from Ticks near China-North Korea Border,,,
10.3201/eid2906.221854,2023,Manifestations and Management of Trimethoprim/Sulfamethoxazole-Resistant Nocardia otitidiscaviarum Infection,,,
10.3201/eid2906.230290,2023,"Baylisascaris procyonis Roundworm Infection in Child with Autism Spectrum Disorder, Washington, USA, 2022",,,
10.3201/eid2906.221723,2023,"Novel Avian Influenza Virus (H5N1) Clade 2.3.4.4b Reassortants in Migratory Birds, China",,,
10.3201/eid2906.230128,2023,MERS-CoV‒Specific T-Cell Responses in Camels after Single MVA-MERS-S Vaccination,,,
10.3201/eid2906.221817,2023,"Detection of Novel Poxvirus from Gray Seal (Halichoerus grypus), Germany",,,
10.3201/eid2906.221016,2023,"Similar Prevalence of Plasmodium falciparum and Non-P. falciparum Malaria Infections among Schoolchildren, Tanzania(1)",,,
10.3201/eid2906.230125,2023,"Limited Cutaneous Leishmaniasis as Ulcerated Verrucous Plaque on Leg, Tucson, Arizona, USA(1)",,,
10.3201/eid2906.221579,2023,"National Surveillance of Pediatric Acute Hepatitis of Unknown Etiology, Japan, October 2021-December 2022",,,
10.3201/eid2906.220012,2023,"Detection of Leishmania RNA Virus 1 in Leishmania (Viannia) panamensis Isolates, Panama",,,
10.3201/eid2907.230465,2023,"Extensively Drug-Resistant Shigella flexneri 2a, California, USA, 2022",,,
10.3201/eid2907.221893,2023,"Novel Highly Pathogenic Avian Influenza A(H5N1) Clade 2.3.4.4b Virus in Wild Birds, South Korea",,,
10.3201/eid2906.230059,2023,"Treatment Failure in Patient with Severe Mpox and Untreated HIV, Maryland, USA",,,
10.3201/eid2907.230173,2023,"Trajectory and Demographic Correlates of Antibodies to SARS-CoV-2 Nucleocapsid in Recently Infected Blood Donors, United States",,,
10.3201/eid2906.230130,2023,"SARS-CoV-2 Vaccine Effectiveness against Omicron Variant in Infection-Naive Population, Australia, 2022",,,
10.3201/eid2906.221862,2023,"High Prevalence of SARS-CoV-2 Omicron Infection Despite High Seroprevalence, Sweden, 2022",,,
10.3201/eid2906.221755,2023,"SARS-CoV-2 Seroprevalence and Cross-Variant Antibody Neutralization in Cats, United Kingdom",,,
